tweet,label,original_split
omahlayh bro u don kill me with this songna now i begin feel am oo for for my afternoon belt indeed,positive,test
d way d bamteddy leo n some few dw exhousemates stay away from dis toxic reunion ehndey cant come n kee diasefleo is always on za street but u will never catch him talk anything about iti stan yall,positive,test
abeg make dem no insort me na play,positive,test
s a p p h i r e t i m e p i e c e your outfit is not complete without a sapphire time because family that twin together stays happily ever together,positive,test
update e don dey work,positive,test
w always learn to control the word wen dey come out of your mouth wen you dey in the midst of people because you nor know who dey near you,positive,test
confirm na to make dis money,positive,test
by the time beans done who cook indomie go don dey hungry,positive,test
i dey hear una scores una do well oh,positive,test
dj cuppy don vex she don dey pour out her mind finally,positive,test
how are they not laughing cos this skit don too cast na,positive,test
my own different i dey post my account balance steady namake una epp me abeg lol,positive,test
all your followers na sharp guys o them don laod all the card finish i give una hand o twale,positive,test
lmafoooooooooooooooooooooo your avi sef na hornywell,positive,test
i dey enerhen junction nothing dey happen,positive,test
how una dey enjoy warrii believe say una don grab enuf waffi slangs when com sooner than u knw,positive,test
na to sidon dey chop plenty fish na,positive,test
i de run too stable nothing to find out they havent met but know about each other anyone wey visit go ask me about the other if one get personal problem the other go gimmie advice wey i go givam,positive,test
you don dey well abi badt guy,positive,test
ur testimony makes me dis god he z a true god he works n ways man cannot understandu were n pain bt just dat song nara brought abt ur healing lyk u said fr days nw u hve not bn n pain who has done dat no bt jesus all glory return to him alone,positive,test
swipe heartbreak girl ringer tee ‍ price n̶ now n off color red size uk dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,positive,test
noo hes been fc just dat den he de do eye service asin unbaised but now hes a full member of wizkid fc,positive,test
you de carry me go bistro,positive,test
cubana chiefpriest na who blow kon help person blow na igbo people dey call odogwu me david omo adeleke aka obo na the real odogwu,positive,test
abeg dem don finish the walking dead,positive,test
den say make una come talk oo,positive,test
nope rosicky na reus idol if we fit buy am e go like wear rosicky jersey,positive,test
i love olamide for one tin im no dey tok too much this guy has been dropping album since his debut album in,positive,test
daddy this year don dey finish no be like say we don dey loose hope o but the hope wey dey no plenty as e been take plenty before again you gats know wetin you go do for your boy,positive,test
if you de with me e go sure for me let every other name fade away ft,positive,test
you fit ask all the questions na,positive,test
ssgtruellyi concur absolutely wth lgladysabeg hlp me take bottle chilld star take beg joejoearmanimake e no near mozambque,positive,test
u not serious u don dey change am now abi,positive,test
my personal person wetin dey play oya plenary section don start oo asaba gra,positive,test
ndi igbo si na voom ka mma karia statement so bro dey ur dey make papa adeboye dey him dey,positive,test
de don a don is always a don all hail de don,positive,test
was a more skillful player than ronaldinho jonathan akpoborie na wetin sef,positive,test
she said na because na our fav i no dey talk again make my fav get sense commot herself from whatever rubbish that is,positive,test
e don happen they don beat them,positive,test
somethin about the coyness of ozo and nengis relationship and interaction that ive come to deeply like its not common anymore cos everybody wan show say dem tear eye dont know when and how it happened but i think im now an ozone shipper god help me ‍️,positive,test
lol i used friend loosely na my chairman o not be smallie so not be the type smallie like me fit dey advice plus the girl in question is his wife and they have two kids,positive,test
u still dey laugh na,positive,test
me sef na learn i dey learn to type o are you from anambra too,positive,test
haaaa abeg show me the tweet i wan invest,positive,test
winning good sha if not i for don carry belle face bed dey grumble hhmm,positive,test
bros we too wan know some we go dey do am too na,positive,test
lmaooo e say na scam girl im sorry im aroundleaving tomorrow,positive,test
chop life before e chop you dear,positive,test
lmfaoooooooo thatd why when i first wanna dm these ladies i start by saying can i send you some money for this beauty even tho na k i get e dey always work like magic,positive,test
guy your tweet legit i chop gt food on friday i nearly wan finish my cash at hand,positive,test
if e nor dey e nor dey why i go boast put,positive,test
na me be that of winners wey dey on top of you,positive,test
burna boy has been nominated for grammy wizkid dey eko hotel dey reason davido dey house dey celebrate birthday with manager how come wait for your time dont rush it,positive,test
chop knuckle wa gbayi omo yi you don sabi better food be that preach let them hear,positive,test
order pizza e don dey hungry me since,positive,test
we fit buy am sha for buying sake baba dat guy na giant oo,positive,test
na dem dey rush us rosework,positive,test
